Unnamed: 0,price,artist,title,yearCreation,signed,condition,period,movement,image_path
559,800.0,Donna Dennis,Entrance,1986.0,"Signed and dated in pencil, lower right.",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,images/auction_images/559.jpg
560,1500.0,Susan Laufer,Lifeline Drawing Series #28,1988.0,Artist signature bottom right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Abstract,images/auction_images/560.jpg
561,1500.0,Joseph A. Salvatore,Book Of Jeremiah,1981.0,[nan],This work is in good condition.Not examined out of frame.Mark at bottom right corner of frame.,Post-War,Conceptual ,images/auction_images/561.jpg
562,800.0,MICHAEL MAZUR ,Wakeby Island,1985.0,Signed lower right recto,This work is in good condition.Rippling to paper.Not examined out of frame.,Post-War,Expressionism,images/auction_images/562.jpg
563,800.0,"Peter Howson, O.B.E.",Stag,1986.0,Signed lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism,images/auction_images/563.jpg
564,800.0,Richard Haas,Grand Central Station,1972.0,Signed in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Traditional,images/auction_images/564.jpg
565,1500.0,Richard Garrison,Untitled (Yellow),2009.0,[nan],This work is in very good condition.Not examined out of frame.No visible signs of wear to artwork.,Contemporary,Conceptual ,images/auction_images/565.jpg
567,1500.0,Eugene Charlton-Rafalsky,Untitled Landscape,1974.0,"Signed and dated in pencil, lower right",This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Expressionism,images/auction_images/567.jpg
569,800.0,Yvonne Jacquette,Fog River IV,1976.0,Signed lower right recto,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Post-War,Expressionism,images/auction_images/569.jpg
570,800.0,Richard Ballard,Cypress,1990.0,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,[nan],images/auction_images/570.jpg
571,800.0,Gregory Amenoff,Beacon Pink,1986.0,"Signed, dated, and titled lower right recto",This work is in very good condition.No obvious signs of damage to art.Not examined out of frame.,Post-War,Abstract,images/auction_images/571.jpg
572,1500.0,Ray Ciarrocchi,"Cove at Bremen, Maine",1978.0,[nan],This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Impressionism,images/auction_images/572.jpg
573,800.0,Anne Ross,Passageway,2008.0,[nan],This work is in good condition.Not examined out of frame.Numerical pencil inscription at back.A few small marks to finish on frame.,Contemporary,Surrealism,images/auction_images/573.jpg
574,1500.0,Terence LaNoue,Deccan Suite #15,1979.0,Signed in pastel recto,This work is in very good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Abstract,images/auction_images/574.jpg
575,800.0,Frances Ashforth,"Horizon Series, Wind Series 1",2011.0,Signed Frances B Ashforth '11 in ink on lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism,images/auction_images/575.jpg
577,800.0,Bruce Mclean,Spider,1986.0,Signed and dated lower right recto,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism,images/auction_images/577.jpg
578,1500.0,Susan Wilmarth,Untitled,1977.0,[nan],This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Abstract,images/auction_images/578.jpg
579,1500.0,John Berens,Trees and Darkness,1990.0,[nan],This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism,images/auction_images/579.jpg
580,800.0,Bill Jensen,Original Face,2011.0,[nan],This work is in very good condition.Artwork not examined outside of frame.Very minor rippling of paper.,Contemporary,Abstract,images/auction_images/580.jpg
581,1500.0,Barbara Apel,Landscape No 8,1984.0,Apel inscribed at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor scuffs and wear to frame finish.,Post-War,Expressionism,images/auction_images/581.jpg
583,1500.0,George Atkinson,North Of Pawnee,1989.0,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Impressionism,images/auction_images/583.jpg
584,1500.0,John Berens,Romantic Landscape,1990.0,[nan],This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism,images/auction_images/584.jpg
586,800.0,Karen Kunc,Current's Edge,1987.0,"Signed, numbered and dated in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract,images/auction_images/586.jpg
587,1500.0,Keith Jacobshagen,Evening XXIII,1990.0,Signed K JACOBSHAGEN in ink at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.,Post-War,Expressionism,images/auction_images/587.jpg
588,1500.0,Angelo Ippolito,An American Collage X,1976.0,Signed Ippolito 76 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.Not obvious wear to artwork.Minor wear to frame surface.,Post-War,Surrealism,images/auction_images/588.jpg
589,1500.0,Giora Dublon,Judean Hills,1989.0,Signed lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,images/auction_images/589.jpg
590,800.0,Alan Herman,"Untitled, Green Wall",1980.0,"Signed, dated and numbered in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism,images/auction_images/590.jpg
591,800.0,Gregory Crane,Red Island With Rainbow,2000.0,"Titled, dated and signed in pencil recto",This work is in very good condition.Not examined out of frame.Minor adhesive residue to plexiglass.No visible signs of wear to artwork.,Contemporary,Expressionism,images/auction_images/591.jpg
592,800.0,Richard Haas,Bayard-Condict Building,1970.0,"Signed, titled, dated, and numbered in pencil recto",This work is in good condition.Not examined out of frame.Minor surface scratches to plexiglass.Frame shows minor wear at edges.No visible signs of wear to artwork.,Post-War,Traditional,images/auction_images/592.jpg
595,1500.0,Nancy Brett,Roaring River 73,1989.0,[nan],This work is in very good condition.Artwork not examined outside of frame.Small pin holes at corners from previous hanging.No other signs of wear to artwork.,Post-War,Expressionism,images/auction_images/595.jpg
596,800.0,Adrian Wiszniewski,Landscape,1991.0,Inscribed 18/30 with indecipherable signature in pencil recto,This work is in good condition.Not examined out of frame.A few minor marks to finish on frame.Pencil and marker inscription at back of frame.,Post-War,Surrealism,images/auction_images/596.jpg
597,800.0,John Benton Harris,Brooklyn Heights NYC,2006.0,"Title, date, edition and artist signature with copyright on a piece of paper affixed verso.",This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism,images/auction_images/597.jpg
598,800.0,Freya Hansell,Untitled,1989.0,Signed Freya Hansell 1989 in pencil at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear of artwork.,Post-War,Expressionism,images/auction_images/598.jpg
599,800.0,Joel Janowitz,Pale Water,1987.0,"Titled, signed and dated in pencil recto",This work is in good condition.Not examined out of frame.Minor sheet undulation.Minor surface scratches to plexiglass.,Post-War,Expressionism,images/auction_images/599.jpg
600,1500.0,John Andre Gundelfinger,Untitled No. 16,1977.0,[nan],This work is in good condition.Not examined out of frame.Minor sheet undulation due to artist's chosen working materials.,Post-War,Impressionism,images/auction_images/600.jpg
601,1500.0,Bernard Chaet,Untitled Landscape #22,1978.0,Artist signature and date lower right recto,This work is in very good condition.Rippling to paper.Not examined out of frame.,Post-War,Expressionism,images/auction_images/601.jpg
602,800.0,Konrad Cramer,Gas Station With Tree,1931.0,"Numbered, signed, and dated in pencil recto",This work is in overall good condition.Not examined out of frame.Minor sheet undulation at top.Minor surface wear to plexiglass.,Modern,Realism,images/auction_images/602.jpg
603,800.0,Francis Ruyter,Beyond The Forest,2012.0,Signed by artist lower right recto,This work is in very good condition.Not examined out of frame.Slight ripple effect to paper through printing process.,Contemporary,Pop Art,images/auction_images/603.jpg
604,1500.0,Charles Hawes,Miss Kim,1970.0,Charles Hawes inscribed at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Minor marks and scuffs to frame finish.,Post-War,Realism,images/auction_images/604.jpg
605,1500.0,Alex Stohlberg,Night Barn,1990.0,Signed T.H.K recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Minimalism,images/auction_images/605.jpg
606,800.0,Frances Ashforth,"Horizon Series, Wind Series 4",2011.0,Signed Frances B Ashworth 2001 in ink at lower right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Expressionism,images/auction_images/606.jpg
607,800.0,Antonio Frasconi,High Derricks,1954.0,Artist signature lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Expressionism,images/auction_images/607.jpg
608,1500.0,Stephen Lack,Red Citroen,1989.0,Signed and dated in pigment recto,This work is in good condition.Not examined out of frame.Minor sheet undulation.Small nicks to frame.,Post-War,Expressionism,images/auction_images/608.jpg
609,1500.0,Peter Schroth,Landscape Study (Pines),1989.0,Inscribed Peter Schroth 9/89 in pencil lower right corner recto,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Post-War,Surrealism,images/auction_images/609.jpg
610,1500.0,Judy Ledgerwood,"Untitled, Evening Drawing",1989.0,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract,images/auction_images/610.jpg
611,1500.0,Judy Ledgerwood,"Untitled, Terra Cotta Red",1989.0,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Abstract,images/auction_images/611.jpg
612,800.0,Alan Herman,"Untitled, Pink Wall",1980.0,"Signed, dated, and numbered in pencil lower right",This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Minimalism,images/auction_images/612.jpg
613,800.0,Susan Hall,Solitary Oak,2012.0,Artist signature and date lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Contemporary,Realism,images/auction_images/613.jpg
614,1500.0,Michele Boll,Hess,1980.0,Signed and dated lower right recto,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Post-War,Realism,images/auction_images/614.jpg
615,800.0,Malcolm Morley,Erotic Fruitos,1993.0,Signed and dated in pencil lower right,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Post-War,Expressionism,images/auction_images/615.jpg
616,800.0,Agnes Story,Fragment Of Pelicano Club,1984.0,"Title, artist signature, and date bottom recto",This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism,images/auction_images/616.jpg
617,1275.0,Denise Green,Becoming Subject,1979.0,Signed Denise Green on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and wear to frame.,Contemporary,Abstract,images/auction_images/617.jpg
618,1275.0,George T. Grant,Tomorrow Being Today,1987.0,[nan],This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Contemporary,Abstract,images/auction_images/618.jpg
619,1500.0,Dan Walsh,Viewing Suite II,2008.0,Signed and dated in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Minimalism,images/auction_images/619.jpg
620,680.0,Mark Fox,Beneath,2012.0,Mark Fox 12 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/620.jpg
621,800.0,Kate Whiteford,Sitelines,1989.0,"Signed and dated in pencil lower right, Kate Whiteford, '89",Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract,images/auction_images/621.jpg
623,1500.0,Jane Rosenberg,Upright Curves Number 2,1977.0,Signed and dated in pencil lower right recto.,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Post-War,Minimalism,images/auction_images/623.jpg
624,1500.0,RICHARD WOODS,"Remnant Number 1, Around The Fireplace",2012.0,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,images/auction_images/624.jpg
625,1500.0,Karim Noureldin,"Untitled, 2000",2008.0,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Minimalism,images/auction_images/625.jpg
626,1500.0,Dan Walsh,Viewing Suite IV,2008.0,Signed and dated in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Scratches and nicks to frame.,Contemporary,Abstract,images/auction_images/626.jpg
627,680.0,Paul Levy,Commonwealth of Massachusetts Building Code,1975.0,Signed in pencil c Paul M. Levy '75 lower right; marked Commonwealth of Massachusetts Building Code in center; edition marked 21/50 lower left,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small smudges to matt.,Modern,Pop Art,images/auction_images/627.jpg
628,1275.0,Clinton J. Hill,Untitled NBR 58,1975.0,Signed C Hill bottom right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light buckling to paper.,Contemporary,Abstract,images/auction_images/628.jpg
629,1500.0,Frederick Wardy,Untitled,1974.0,Frederick Wardy 74 in ink on bottom right recto.,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.No other obvious signs of wear to artwork.,Post-War,Minimalism,images/auction_images/629.jpg
630,680.0,Diane Cionni,Reason And Romance #9,2012.0,Signed in pencil DKC 2012 lower right,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/630.jpg
631,1275.0,Wayne Amedee,Source of Freedom,1991.0,Signed in pencil W. Amadee 1991 lower right,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/631.jpg
632,1275.0,Christopher Olav Jenssen,No 245,1985.0,"Signed at bottom in pencil 27 Juli 1985, Olav Christopher","This work is in good condition.Not examined out of frame.Small mark at bottom of paper.Hardware for wire, but wire is missing.",Contemporary,Abstract,images/auction_images/632.jpg
633,1500.0,RICHARD WOODS,"Remnant Number 3, Under The Sink",2012.0,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,images/auction_images/633.jpg
634,800.0,"John F. Simon, Jr.",Heat from the Core Raises Mountains and Opens Oceans,2011.0,"Signed in pencil, R, 2011 lower right corner",This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Conceptual ,images/auction_images/634.jpg
635,680.0,Ron Janowich,Untitled,1989.0,Ron Janowich 89 on bottom right in pencil,This work is in overall good condition.Work not examined outside of frame.Small holes at corners of paper from previous hanging.Minor rippling and creases in paper.No other signs of wear on art.,Contemporary,Abstract,images/auction_images/635.jpg
636,680.0,Mark Fox,Before,2012.0,Mark Fox on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/636.jpg
637,680.0,Gregory Amenoff,Sweet Home,1988.0,[nan],This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/637.jpg
639,800.0,JOHN WALKER,Sorrow,1992.0,Signed and inscribed recto in pencil,"This work is in good condition.Artwork not inspected out of frame.Scuffs, marks and dents to frame.",Post-War,Abstract,images/auction_images/639.jpg
640,1275.0,Denise Green,Both And,1979.0,Signed Denise Green on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and marks on frame.,Contemporary,Abstract,images/auction_images/640.jpg
641,1275.0,Orly Genger,Untitled,2004.0,[nan],Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/641.jpg
642,800.0,Joe Tilson,Signatures,1988.0,Tilson 1988 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of wear to artwork.,Post-War,Conceptual ,images/auction_images/642.jpg
643,680.0,Tony Jannetti,The Third Emergence,1971.0,Signed in pencil Tony Jannetti '71 lower right with 1/35 lower left,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract,images/auction_images/643.jpg
644,1275.0,Michael Kenny,Working Drawing 1,1987.0,Michael Kenny 87 Working Drawing on top left in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/644.jpg
645,800.0,Paul Henry Ramirez,Juicy Little Passion #6,2005.0,Signed and inscribed recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Light wear to frame.,Contemporary,Abstract,images/auction_images/645.jpg
646,1500.0,David Storey,Living With The Lights On,1988.0,David Storey inscribed on reverse.,This work is in overall very good condition.No obvious signs of wear to artwork.,Post-War,Surrealism,images/auction_images/646.jpg
647,800.0,Bruce Porter,Bend,1979.0,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract,images/auction_images/647.jpg
648,1500.0,RICHARD WOODS,"Remnant Number 5, By The Back Door",2012.0,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,images/auction_images/648.jpg
649,1500.0,Richard Woods,Woodblock Inlays 3 of 4,2011.0,Artist signature and edition in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,images/auction_images/649.jpg
650,1275.0,Nancy Blum,Print Fields 1 (Pink),2002.0,Signed Nancy Blum bottom right in pen,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Frame is marked and scuffed at left top and bottom corners.,Contemporary,Abstract,images/auction_images/650.jpg
651,680.0,Antonio Frasconi,Cantos IV,1974.0,Signed Frasconi bottom right in pencil,This work is in overall good condition.Not examined out of frame.No obvious signs of wear to art.Small water mark to paper mat at bottom right corner,Modern,Abstract,images/auction_images/651.jpg
652,1275.0,Stephanie Kirschen Cole,BB / Market,1978.0,[nan],Not examined out of frame.No obvious signs of wear to art.Small scratch to bottom of plexiglass.,Contemporary,Abstract,images/auction_images/652.jpg
653,1275.0,Mary Heebner,Powder,1979.0,Heebner 79 inscribed on bottom right,This work is in good condition.Not examined outside of frame.No obvious signs wear to artMinor scrape to corner of frame.,Modern,Abstract,images/auction_images/653.jpg
654,800.0,Barbara Schwartz,Untitled,2001.0,Barbara Schwartz 2001 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Expressionism,images/auction_images/654.jpg
655,1500.0,Frederick Wardy,Untitled,1974.0,Frederick Wardy 74 in ink at bottom right recto.,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.Minor rippling of paper.,Post-War,Minimalism,images/auction_images/655.jpg
656,1275.0,Fred Gutzeit,Balls with Red,1971.0,Signed in pencil F. Gutzeit 4/71 lower right,This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Modern,Abstract,images/auction_images/656.jpg
657,680.0,Mary Hambleton,Untitled,1986.0,Hambleton 86 on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Minor wear to frame.,Contemporary,Abstract,images/auction_images/657.jpg
658,1275.0,Christopher Olav Jenssen,No 249,1986.0,"Signed at bottom in pencil 17 Aug 1986, Olav Christopher",This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Hardware for wire but wire is missing.,Contemporary,Abstract,images/auction_images/658.jpg
659,800.0,Joe Tilson,Zikkurat,1975.0,Signed and inscribed recto in pencil,This work is in good condition.Artwork not inspected out of frame.Scratching to plexiglass.Adhesive on frame.Light wear to frame.,Post-War,Pop Art,images/auction_images/659.jpg
660,1500.0,RICHARD WOODS,Woodblock Inlays 4 Of 4,2011.0,Artist signature and edition in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,images/auction_images/660.jpg
661,1275.0,Derek Hirst,"Sacred Mountain Series II, #5",1987.0,Signed Derek Hirst 1987 lower right in pencil,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/661.jpg
662,680.0,Dianna Frid,On The Modification Of Clouds III,2011.0,Signed D. Frid 2011 in pencil lower left,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/662.jpg
663,680.0,Reed Anderson,Bad Neighbors (Red),2013.0,Signed RA bottom right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.Slight buckling to paper.,Contemporary,Abstract,images/auction_images/663.jpg
664,1500.0,Chuck Webster,Untitled,2011.0,[nan],This work is in very good condition.Some yellowing to paper at top of piece.Not examined out of frame.,Contemporary,Abstract,images/auction_images/664.jpg
665,680.0,Mark Fox,Between,2012.0,Mark Fox 12 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/665.jpg
666,1275.0,Tony King,Untitled,1975.0,T King 75 on bottom right in pencil,Not examined outside of frame.No obvious signs of wear to art.,Post-War,Geometric Abstraction,images/auction_images/666.jpg
667,1500.0,RICHARD WOODS,"Remnant Number 6, Inside The Bedroom Cupboard",2012.0,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,images/auction_images/667.jpg
668,800.0,Stephanie Snider,Untitled (III),2001.0,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism,images/auction_images/668.jpg
669,680.0,Charles Hewitt,Pink Basket,2009.0,Signed and dated lower right in pencil,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/669.jpg
670,800.0,Steven Sorman,Unheard of III,2002.0,"Signed and dated in pencil lower right, Steven Sorman, 2002",This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract,images/auction_images/670.jpg
671,1500.0,Laura Wait,Scriptograph #14,2012.0,Wait 12 in pencil on bottom right recto,This work is in very good condition.Not examined outside of frame.Minor curving of paper at bottom.No other obvious signs of wear to artwork.,Contemporary,Expressionism,images/auction_images/671.jpg
672,1500.0,Michael Tetherow,Early Summer Drawing,1990.0,M.T. 90 in pencil on bottom center right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuff on top center of wood frame.,Post-War,Expressionism,images/auction_images/672.jpg
673,800.0,Stephanie Snider,Untitled (II),2001.0,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.,Contemporary,Abstract,images/auction_images/673.jpg
674,1500.0,Bruce Mclean,Misdirected Concerns,1988.0,Bruce Mclean 1988 inscribed at bottom right recto,This work is in very good condition.Artwork not examined outside of frame.Some rippling of paper consistent with process.No other obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/674.jpg
675,680.0,Hanlyn Davies,Jumble,1975.0,Signed in pencil lower right Jumble 31/129 Hanlyn Davies 1975,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract,images/auction_images/675.jpg
678,1275.0,Anne Gilman,"A Known Quantity, Subway Series #3",2000.0,Artist signed in pen lower right,Not examined out of frame.Creases from fold-marks to subway map.,Contemporary,Conceptual ,images/auction_images/678.jpg
679,1275.0,Nicholas Howey,Untitled,1989.0,[nan],This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/679.jpg
680,1500.0,Jane Rosenberg,Upright Curves Number 3,1977.0,Signed and dated in pencil lower right recto,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Post-War,Minimalism,images/auction_images/680.jpg
681,1275.0,Michael Hardesty,Untitled,1990.0,Hardesty 90 on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Artwork is slipping off hinges on top left corner.,Contemporary,Abstract,images/auction_images/681.jpg
683,800.0,MICHAEL MAZUR ,Serpentine With Orchids,2005.0,Mazur 05 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Pop Art,images/auction_images/683.jpg
684,680.0,Dianna Frid,On The Modification Of Clouds I,2011.0,Signed D. Frid 2011 in pencil lower left,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/684.jpg
685,1500.0,Richard Woods,Woodblock Inlays 1 of 4,2011.0,Artist signature and edition in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art,images/auction_images/685.jpg
686,680.0,Chris Costan,MT 2000,1997.0,Signed C. Costan '97 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract,images/auction_images/686.jpg
688,680.0,Chris Costan,MT 2011,1997.0,Signed C. Costan '97 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract,images/auction_images/688.jpg
690,1275.0,Porfirio Di Donna,Untitled #123,1975.0,Signed Di Donna 75 in pencil lower right,Not examined out of frame.Discoloration to edges of art.Discoloration to background paper.,Contemporary,Abstract,images/auction_images/690.jpg
691,680.0,Robert Kushner,Reclining Man 29,1987.0,[nan],This work is in good condition with no obvious signs of wear to art.Not examined out of frame.Small smudge to plexiglass at top left.Marks to frame.,Contemporary,Abstract,images/auction_images/691.jpg
692,800.0,Steven Sorman,Spaces Between Words A Deaf Man Sees,1978.0,"Signed and numbered in pencil, lower center Steven Sorman, '78","This work is in overall good condition.Not examined outside of frame.Slight buckling of paper, consistent with process.",Post-War,Minimalism,images/auction_images/692.jpg
693,1500.0,Ann Turnley,Fancy Wall,1978.0,[nan],This work is in very good condition.Artwork not inspected out of frame.Dent and light wear to frame on bottom right corner.,Post-War,Abstract,images/auction_images/693.jpg
694,1275.0,David Hornung,Ladder / Triangle,1988.0,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Surrealism,images/auction_images/694.jpg
695,800.0,Brian O'Doherty,Untitled,2011.0,"Signed and dated in pencil lower right, Brian O'Doherty, 2011",This work is in overall good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract,images/auction_images/695.jpg
697,680.0,Stephen Hartman,Untitled,1978.0,Signed S Hartman bottom left in pencil,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional nicks to frame.,Contemporary,Abstract,images/auction_images/697.jpg
698,800.0,Donald Traver,Untitled (From Vessels and Voids),1994.0,Signed and dated upper right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Pin holes on top corners.Light wear to frame.,Post-War,Abstract,images/auction_images/698.jpg
699,800.0,Stephanie Snider,Untitled (I),2001.0,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism,images/auction_images/699.jpg
700,800.0,Kirsten Stolle,Diego I,2002.0,K. Stolle 02 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract,images/auction_images/700.jpg
701,680.0,Mark Fox,Below,2012.0,Mark Fox 12 on bottom right in pencil,This work is in overall good condition.No examined outside of frame.Minor rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/701.jpg
702,1275.0,Ralph Hilton,Untitled,1981.0,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/702.jpg
703,1500.0,Christine Olsavsky,Humid Hearts,1989.0,[nan],"This work is in good condition.Artwork not inspected out of frame.Marks, paint loss and dents to frame.",Post-War,Abstract,images/auction_images/703.jpg
704,680.0,John Hoyland,Mael,1986.0,Signed John Hoyland '86 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract,images/auction_images/704.jpg
705,1500.0,Bob Nugent,Letter Folio,1977.0,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism,images/auction_images/705.jpg
706,1500.0,Mark Wilson,Untitled,2008.0,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract,images/auction_images/706.jpg
